image,r,g,b
01_7749.PNG,0.4568484130598964,0.41870393464522127,0.12444765229488228
01_7803.PNG,0.1940635984119082,0.4618202061186121,0.34411619546947975
01_7804.PNG,0.19204106892628292,0.4626884882721458,0.3452704428015713
01_7806.PNG,0.19066551521688013,0.4715386424080045,0.33779584237511523
01_7811.PNG,0.19645039294498098,0.4670854291236177,0.3364641779314013
01_7846.PNG,0.20387010724803767,0.4676727957842774,0.3284570969676849
01_7847.PNG,0.2056550018195135,0.4679120737386626,0.3264329244418239
01_7857.PNG,0.21672790925280244,0.4679763651422864,0.31529572560491126
01_7860.PNG,0.21348506486344365,0.4677209082120429,0.31879402692451353
01_7863.PNG,0.21507343654378794,0.47266896160260824,0.3122576018536038
01_7866.PNG,0.2729511069835713,0.49719985990584553,0.22984903311058327
01_7868.PNG,0.2720016703812405,0.4965914430154242,0.23140688660333528
01_7877.PNG,0.2620131801906636,0.5004712815951382,0.23751553821419819
01_7881.PNG,0.29500884738015115,0.4954535491039372,0.20953760351591158
01_7889.PNG,0.27256837314495524,0.4741613033827081,0.25327032347233663
01_7890.PNG,0.2498385927272366,0.47794857386919126,0.2722128334035721
01_7892.PNG,0.29816026154221004,0.5020322536595292,0.19980748479826066
01_7893.PNG,0.4148449330899556,0.4446987934995026,0.14045627341054176
01_7894.PNG,0.2672943687110549,0.4981303656896132,0.2345752655993319
01_7898.PNG,0.2819470618420716,0.49085286780821685,0.2272000703497115
01_7900.PNG,0.2841378867473236,0.49621582041430407,0.21964629283837242
01_7903.PNG,0.28056164069817785,0.4998390681628128,0.21959929113900933
01_7904.PNG,0.2862733432333808,0.5013327138890239,0.21239394287759533
01_7926.PNG,0.19237074877550128,0.4616464584649463,0.34598279275955246
01_7929.PNG,0.1998896437482272,0.4654554105099401,0.33465494574183263
01_7932.PNG,0.3897958231262,0.4576870037231908,0.15251717315060917
01_7935.PNG,0.3901896090606193,0.4577263776190349,0.15208401332034582
01_7937.PNG,0.39939948122377683,0.45491244533122727,0.14568807344499587
01_7939.PNG,0.3955579917598804,0.4554197700231914,0.14902223821692817
01_7942.PNG,0.4120015820535313,0.44680480399069844,0.14119361395577018
01_7948.PNG,0.40162350113772916,0.44917035256819987,0.14920614629407103
