image,r,g,b
01_7749.PNG,0.4568484130598964,0.41870393464522127,0.12444765229488228
01_7754.PNG,0.32173828590217235,0.4888820584496302,0.18937965564819753
01_7760.PNG,0.2216512882241501,0.4734619979433203,0.30488671383252963
01_7782.PNG,0.19469858666805015,0.46444800009331244,0.3408534132386373
01_7785.PNG,0.19417318183781615,0.4655602836020783,0.34026653456010547
01_7787.PNG,0.19621025296055125,0.4650006516778525,0.3387890953615963
01_7789.PNG,0.19007192206299248,0.4650515004523964,0.34487657748461126
01_7793.PNG,0.1854818215092295,0.4598721823619012,0.3546459961288693
01_7796.PNG,0.18880612466359498,0.46162870864181904,0.34956516669458604
01_7797.PNG,0.1923550673812493,0.4639241771186229,0.34372075550012776
01_7799.PNG,0.18711954653889698,0.46300049025553935,0.3498799632055636
01_7802.PNG,0.19688285217631932,0.4667562570890616,0.33636089073461906
01_7803.PNG,0.1940635984119082,0.4618202061186121,0.34411619546947975
01_7804.PNG,0.19204106892628292,0.4626884882721458,0.3452704428015713
01_7806.PNG,0.19066551521688013,0.4715386424080045,0.33779584237511523
01_7807.PNG,0.19545567161516658,0.4641785424058034,0.34036578597903006
01_7808.PNG,0.19337715728603072,0.46396555614852586,0.3426572865654434
01_7811.PNG,0.19645039294498098,0.4670854291236177,0.3364641779314013
01_7813.PNG,0.20839100756824563,0.4674706372947335,0.32413835513702083
01_7814.PNG,0.20468679149425126,0.4677405091389081,0.3275726993668407
01_7818.PNG,0.20464838971305516,0.4688974496199381,0.32645416066700655
01_7820.PNG,0.20474634144770112,0.4632768645490067,0.33197679400329216
01_7822.PNG,0.20093030938496453,0.46586208382407857,0.3332076067909569
01_7824.PNG,0.19903678415001494,0.46291052064901234,0.3380526952009728
01_7831.PNG,0.1945208585463974,0.46705600446377765,0.338423136989825
01_7833.PNG,0.1992216002940539,0.4700916681657993,0.3306867315401469
01_7837.PNG,0.19810507123611537,0.4654487030900986,0.336446225673786
01_7844.PNG,0.19667883448664703,0.4656077413458431,0.3377134241675098
01_7845.PNG,0.1966639022387902,0.46464508886101463,0.33869100890019516
01_7846.PNG,0.20387010724803767,0.4676727957842774,0.3284570969676849
01_7847.PNG,0.2056550018195135,0.4679120737386626,0.3264329244418239
01_7848.PNG,0.23109041488096052,0.47585582214702055,0.2930537629720189
01_7849.PNG,0.2183676636455796,0.47720439985370766,0.3044279365007127
01_7851.PNG,0.20805681099700174,0.4700275457308883,0.32191564327210986
01_7854.PNG,0.20354667694699558,0.46897642456914185,0.3274768984838625
01_7855.PNG,0.20403839900404042,0.4679634638985381,0.32799813709742137
01_7857.PNG,0.21672790925280244,0.4679763651422864,0.31529572560491126
01_7858.PNG,0.203471859876979,0.4691022855240488,0.3274258545989722
01_7859.PNG,0.21412006852735546,0.46947428836977034,0.3164056431028743
01_7860.PNG,0.21348506486344365,0.4677209082120429,0.31879402692451353
01_7863.PNG,0.21507343654378794,0.47266896160260824,0.3122576018536038
01_7866.PNG,0.2729511069835713,0.49719985990584553,0.22984903311058327
01_7868.PNG,0.2720016703812405,0.4965914430154242,0.23140688660333528
01_7875.PNG,0.257737992202247,0.4944928131703275,0.24776919462742558
01_7876.PNG,0.2785638824902969,0.49679902811523774,0.2246370893944653
01_7877.PNG,0.2620131801906636,0.5004712815951382,0.23751553821419819
01_7878.PNG,0.29219067926571174,0.505431791907883,0.20237752882640522
01_7880.PNG,0.2743703341958727,0.4962495733266702,0.22938009247745725
01_7881.PNG,0.29500884738015115,0.4954535491039372,0.20953760351591158
01_7885.PNG,0.28306808429989067,0.49024385270486676,0.2266880629952426
01_7889.PNG,0.27256837314495524,0.4741613033827081,0.25327032347233663
01_7890.PNG,0.2498385927272366,0.47794857386919126,0.2722128334035721
01_7891.PNG,0.20850992623806958,0.46988256927944694,0.32160750448248343
01_7892.PNG,0.29816026154221004,0.5020322536595292,0.19980748479826066
01_7893.PNG,0.4148449330899556,0.4446987934995026,0.14045627341054176
01_7894.PNG,0.2672943687110549,0.4981303656896132,0.2345752655993319
01_7898.PNG,0.2819470618420716,0.49085286780821685,0.2272000703497115
01_7900.PNG,0.2841378867473236,0.49621582041430407,0.21964629283837242
01_7901.PNG,0.2116911661678932,0.48206750834251766,0.3062413254895892
01_7903.PNG,0.28056164069817785,0.4998390681628128,0.21959929113900933
01_7904.PNG,0.2862733432333808,0.5013327138890239,0.21239394287759533
01_7906.PNG,0.2064637069821906,0.4597902947231934,0.333745998294616
01_7907.PNG,0.2055765112803456,0.46422358472259573,0.33019990399705856
01_7910.PNG,0.19965322369824565,0.4673338977820827,0.33301287851967176
01_7922.PNG,0.18685274462476148,0.4590601218557268,0.3540871335195118
01_7923.PNG,0.19063079944505504,0.4575160807913371,0.35185311976360784
01_7926.PNG,0.19237074877550128,0.4616464584649463,0.34598279275955246
01_7927.PNG,0.19007526120492108,0.46350549179415806,0.3464192470009208
01_7929.PNG,0.1998896437482272,0.4654554105099401,0.33465494574183263
01_7932.PNG,0.3897958231262,0.4576870037231908,0.15251717315060917
01_7935.PNG,0.3901896090606193,0.4577263776190349,0.15208401332034582
01_7937.PNG,0.39939948122377683,0.45491244533122727,0.14568807344499587
01_7939.PNG,0.3955579917598804,0.4554197700231914,0.14902223821692817
01_7942.PNG,0.4120015820535313,0.44680480399069844,0.14119361395577018
01_7948.PNG,0.40162350113772916,0.44917035256819987,0.14920614629407103
01_7951.PNG,0.40697902666208235,0.4476291688806927,0.14539180445722505
01_7953.PNG,0.42569453710869737,0.44113640474559584,0.13316905814570676
01_7955.PNG,0.27235916223072837,0.497334813388622,0.23030602438064962
01_7966.PNG,0.2950196483324476,0.4978249959233195,0.20715535574423286
01_7973.PNG,0.3521305535574907,0.4708624753217735,0.17700697112073585
01_7977.PNG,0.46497083691180896,0.43435749394174156,0.10067166914644957
01_7981.PNG,0.21858962470082646,0.48465496234763855,0.2967554129515349
01_7982.PNG,0.3747296892588271,0.4695940433529892,0.15567626738818377
01_7984.PNG,0.3784600484031868,0.4674280220428326,0.1541119295539806
01_7989.PNG,0.3764673222327085,0.4701777995416851,0.15335487822560628
01_7992.PNG,0.37852198792557,0.45250299850577247,0.1689750135686574
01_7998.PNG,0.21670930027116508,0.4674959862957927,0.3157947134330422
01_8002.PNG,0.20463334848189305,0.46787026085107775,0.3274963906670291
01_8005.PNG,0.21074962308641018,0.46786570415890527,0.32138467275468463
01_8008.PNG,0.2058307034773557,0.46794617435267283,0.3262231221699715
01_8009.PNG,0.20428649855679687,0.462487664570626,0.3332258368725771
01_8010.PNG,0.20772153140813399,0.4675222480331173,0.3247562205587488
01_8017.PNG,0.3180638245381923,0.48881749727642093,0.19311867818538678
01_8024.PNG,0.20092463051280693,0.4614402275275084,0.33763514195968464
01_8029.PNG,0.21677698334352666,0.4686647597228119,0.31455825693366146
01_8031.PNG,0.20137287125548317,0.46566402988693323,0.3329630988575835
01_8038.PNG,0.1994023168976329,0.4680288365259513,0.3325688465764159
01_8039.PNG,0.2772712148208574,0.48840326886813235,0.23432551631101023
01_8041.PNG,0.1893397390624474,0.45881080595676,0.3518494549807927
01_8043.PNG,0.19373324367260522,0.4615205226163313,0.3447462337110634
01_8044.PNG,0.18172252187811055,0.45748078126923214,0.36079669685265736
01_8045.PNG,0.18623035799846824,0.45482662219824416,0.3589430198032876
01_8048.PNG,0.1883012516221144,0.45370850925818307,0.35799023911970257
01_8051.PNG,0.16943943231133723,0.4527281611769694,0.37783240651169336
01_8052.PNG,0.15323977126080152,0.4447865651032924,0.40197366363590614
01_8055.PNG,0.1448756729719956,0.439938341751243,0.4151859852767615
01_8056.PNG,0.14431769897869273,0.43880322189047993,0.4168790791308274
01_8058.PNG,0.14887807658451715,0.4397325371963445,0.4113893862191384
01_8061.PNG,0.1413101129942549,0.43642140559382697,0.42226848141191803
01_8065.PNG,0.1449173087760071,0.4326943483103749,0.42238834291361804
01_8066.PNG,0.15573647512917885,0.4406125879350059,0.4036509369358152
01_8067.PNG,0.13038231288603647,0.4279625778325807,0.4416551092813828
01_8068.PNG,0.1319696879386853,0.42961653639276604,0.43841377566854867
01_8069.PNG,0.14565582091589496,0.43415519993824275,0.42018897914586223
01_8070.PNG,0.18331835776274327,0.45325951423911703,0.36342212799813967
01_8075.PNG,0.27932574858032505,0.4901667557513425,0.23050749566833234
02_8082.PNG,0.29097710352200756,0.49430104745942854,0.21472184901856387
02_8084.PNG,0.293149497532417,0.4922981149813993,0.21455238748618374
02_8085.PNG,0.345315528907375,0.49077963024546445,0.16390484084716067
02_8086.PNG,0.3441657129437835,0.4898173846041391,0.16601690245207726
02_8087.PNG,0.28565439050176056,0.47648529966633973,0.2378603098318997
