image,r1,g1,b1,r2,g2,b2
01_7745.PNG,0.32954202970025753,0.484817090434179,0.1856408798655634,0.3832303547013309,0.46190540748965775,0.15486423780901137
01_7883.PNG,0.24107527808916096,0.47339829266189526,0.28552642924894367,0.28699117253599316,0.48195705462511174,0.23105177283889522
01_7886.PNG,0.2324450029791184,0.47739585155742675,0.2901591454634548,0.2822361347797901,0.48514208903366224,0.23262177618654767
01_7888.PNG,0.29635941522452625,0.48113362531186704,0.2225069594636068,0.28069895123887517,0.48027643839050677,0.23902461037061798
01_7920.PNG,0.20657884255681525,0.4626697131291643,0.3307514443140206,0.34005732237324565,0.46767307320343593,0.19226960442331842
01_7946.PNG,0.3854583100488616,0.45622698419521707,0.15831470575592144,0.32225456695086163,0.4636590795313129,0.21408635351782554
01_7969.PNG,0.23012377923980631,0.487296716590437,0.2825795041697567,0.3654094447200649,0.46106355749348,0.17352699778645508
01_7976.PNG,0.4479794944072516,0.4323265349831768,0.11969397060957158,0.5299719002700047,0.3653555749452089,0.1046725247847863
01_8050.PNG,0.1603350231480561,0.4458366174004509,0.3938283594514931,0.18577343810975233,0.44984575191321025,0.36438080997703737
02_8133.PNG,0.298364146346457,0.5512598368348857,0.15037601681865745,0.26844232836106985,0.555301598928419,0.17625607271051114
02_8176.PNG,0.27490039656623344,0.4835049112532779,0.2415946921804888,0.2445378182148515,0.47623178375698966,0.2792303980281588
02_8252.PNG,0.17389051611733083,0.45468377904330404,0.37142570483936516,0.15717317214085727,0.4507463577169228,0.3920804701422199
02_8279.PNG,0.15786906815637405,0.4485852718733485,0.3935456599702774,0.17641141421360002,0.45120988115125343,0.37237870463514666
02_8292.PNG,0.3582026747653634,0.4699126318713212,0.17188469336331538,0.3105242813640178,0.4733899631372031,0.21608575549877906
02_8348.PNG,0.16757497895437815,0.44854125570116476,0.3838837653444572,0.32186659212411334,0.4647437017366085,0.2133897061392781
02_8351.PNG,0.4053655983348143,0.4464188911274171,0.14821551053776857,0.3891555265303671,0.43536468991997107,0.17547978354966168
02_8355.PNG,0.2113099648573122,0.45179550554661696,0.33689452959607075,0.39492332458246177,0.4405350198649464,0.1645416555525918
02_8356.PNG,0.15801166034787306,0.4477901534191802,0.39419818623294667,0.3757661795407098,0.4405862212943632,0.18364759916492693
02_8387.PNG,0.3675996374253089,0.48406340435038275,0.14833695822430842,0.33663466753110743,0.4782563922479669,0.18510894022092564
02_8419.PNG,0.3790252538256636,0.4809462715134976,0.14002847466083884,0.38027041496467257,0.454800614259193,0.16492897077613447
02_8439.PNG,0.3826446205674294,0.4767318968510035,0.14062348258156718,0.3707142161793815,0.4602146001665748,0.16907118365404378
02_8450.PNG,0.3476108118564714,0.47038069949588585,0.18200848864764285,0.36680515201038344,0.48767263131536875,0.1455222166742478
02_8588.PNG,0.3216726220269194,0.4791312045923733,0.1991961733807074,0.3045022222529428,0.4842229718053817,0.21127480594167533
02_8598.PNG,0.1863226091097645,0.45249744557833527,0.3611799453119003,0.33141016076175317,0.45089554630811657,0.21769429293013026
02_8607.PNG,0.1578082595312427,0.4449784224879838,0.39721331798077353,0.17777168368359192,0.452749264373269,0.3694790519431392
02_8609.PNG,0.14901013408275243,0.4393887661751974,0.41160109974205017,0.1341106459051297,0.4324108377316957,0.4334785163631747
02_8632.PNG,0.20369952534380625,0.45509415590865276,0.3412063187475409,0.1644072947235169,0.44659952385062435,0.3889931814258588
02_8707.PNG,0.2887033478873692,0.45976377238773414,0.2515328797248966,0.30925767438116664,0.46957245793317415,0.22116986768565913
02_8708.PNG,0.2798190630791188,0.44271790080178275,0.27746303611909845,0.2815465542677068,0.41688911600535133,0.30156432972694175
02_8726.PNG,0.14181852095143097,0.43672400230315706,0.42145747674541184,0.15642503765479912,0.4455315828734256,0.39804337947177537
02_8727.PNG,0.145655553309769,0.4366831978466741,0.4176612488435568,0.17866056480503933,0.4542905481515511,0.3670488870434095
02_8753.PNG,0.2110340418001108,0.42957406360787137,0.3593918945920179,0.18706455878579745,0.4284198788165867,0.3845155623976158
03_9169.PNG,0.436784217112086,0.4409509852132803,0.12226479767463375,0.3941651532275144,0.46097013792444236,0.1448647088480432
03_9227.PNG,0.21089378856492588,0.47451219227316566,0.31459401916190843,0.18634896192293784,0.46206393801141804,0.35158710006564403
03_9228.PNG,0.18910191549871946,0.461123913016673,0.34977417148460765,0.19768912376838585,0.47186908656313925,0.330441789668475
03_9236.PNG,0.18762722404773097,0.46498067651688835,0.3473920994353808,0.20624706680893354,0.47460198751298976,0.31915094567807667
03_9237.PNG,0.2285324977875879,0.4651670420464871,0.306300460165925,0.2081006033357164,0.4754826622532435,0.31641673441104007
03_9250.PNG,0.2022126319580757,0.47435661449172933,0.32343075355019496,0.17727779624176215,0.45611857197614947,0.3666036317820885
03_9260.PNG,0.20715981914173803,0.47737106842486654,0.31546911243339537,0.1830035566000601,0.4612091044775251,0.3557873389224147
03_9261.PNG,0.20691080560208325,0.4756794259252569,0.3174097684726598,0.18147892438791627,0.4598925739187717,0.35862850169331206
03_9264.PNG,0.22869395581769705,0.47995907043296326,0.29134697374933965,0.19748997284524208,0.4721883825825164,0.33032164457224156
03_9267.PNG,0.2087214938287942,0.47096338939222504,0.3203151167789807,0.21725979898670633,0.4812896359208847,0.301450565092409
03_9269.PNG,0.20686202536536488,0.47116884795303715,0.3219691266815979,0.21917928496069738,0.4769291512302225,0.3038915638090801
03_9272.PNG,0.1940029594759051,0.4683935005023954,0.33760354002169957,0.15879970068387486,0.4520863613304988,0.38911393798562627
03_9273.PNG,0.16147877803953378,0.459201227628905,0.3793199943315612,0.18032314512910705,0.4604981559102984,0.3591786989605945
03_9280.PNG,0.1559821460394891,0.4519722872316284,0.3920455667288826,0.18418953703368018,0.46712453322698766,0.34868592973933216
03_9286.PNG,0.15283993771834767,0.45100038926032715,0.39615967302132526,0.1710946001457308,0.4635728647962673,0.3653325350580019
03_9291.PNG,0.1668239951309501,0.4595935925648596,0.3735824123041903,0.150352094906095,0.45136330801341357,0.3982845970804914
03_9295.PNG,0.15502199911294437,0.4544367163422269,0.3905412845448287,0.18148259311713247,0.4598542506178771,0.35866315626499046
03_9303.PNG,0.19082219838096165,0.46169413830098505,0.34748366331805325,0.19806456649675483,0.47303138675950857,0.32890404674373663
03_9308.PNG,0.21336592424514572,0.4743049878849418,0.31232908786991254,0.1976478668475143,0.4688597506535986,0.3334923824988872
03_9318.PNG,0.21742951628362553,0.4807900253600758,0.3017804583562985,0.20303662571902828,0.47488843631400185,0.32207493796696984
03_9331.PNG,0.21608191755481415,0.4712374963087863,0.31268058613639954,0.2252989347372998,0.4812267343022574,0.2934743309604428
03_9336.PNG,0.20625733976261665,0.4695458944086831,0.3241967658287002,0.2267081705640442,0.4826290033162265,0.29066282611972927
03_9344.PNG,0.20113877390080706,0.46792947897838333,0.33093174712080964,0.21386400167148323,0.47435266227143813,0.3117833360570787
03_9348.PNG,0.20870209161734649,0.47402205941472814,0.31727584896792543,0.19171760779995747,0.4657903762869662,0.3424920159130764
03_9349.PNG,0.20480168848539598,0.47609858899289936,0.31909972252170465,0.1908799801371208,0.4685808166496007,0.3405392032132786
03_9350.PNG,0.1909850989835639,0.46404960695700576,0.3449652940594303,0.20816639376627696,0.4808412350483582,0.31099237118536477
03_9351.PNG,0.16454610567863587,0.4547837376181064,0.38067015670325777,0.22656868172965414,0.4771421658628188,0.296289152407527
03_9352.PNG,0.2081211635307449,0.4814533113297463,0.3104255251395089,0.17609346690539507,0.46091431768412083,0.36299221541048404
03_9354.PNG,0.19935157816821458,0.46821178445621425,0.3324366373755712,0.22630509408056473,0.48190392792614245,0.2917909779932929
03_9355.PNG,0.16564612256954703,0.4556765303817484,0.37867734704870465,0.2584117647513852,0.47910425093515624,0.26248398431345854
03_9356.PNG,0.16839858943098093,0.4573681686188861,0.37423324195013297,0.25777925435107474,0.48051562998426217,0.26170511566466315
03_9358.PNG,0.15685193409039788,0.4528607158854752,0.3902873500241269,0.19728375592472683,0.46336316815045087,0.33935307592482233
03_9360.PNG,0.15856470719009155,0.45437961665528365,0.3870556761546247,0.19251654063325277,0.46495309312847394,0.34253036623827327
03_9364.PNG,0.16579389366372652,0.4552402747653462,0.37896583157092734,0.195599259262123,0.4670619072840513,0.33733883345382565
03_9365.PNG,0.167064295492928,0.45553072010276907,0.37740498440430303,0.22204124660193406,0.4771270669475913,0.30083168645047453
03_9366.PNG,0.22040077909214686,0.47511741969763255,0.3044818012102206,0.1640659585296112,0.45343610846916776,0.3824979330012211
